date,precipitation,temp_max,temp_min,wind,weather
9/1/2016,56.49,25.39,21.33,2.38,rain
9/2/2016,4.62,23.53,19.7,2.25,sun
9/3/2016,14.22,23.81,19.24,3.04,sun
9/4/2016,11.17,24.08,19.26,3,sun
9/5/2016,1,23.72,18.67,2,sun
9/6/2016,68.06,27.65,21.36,3.88,sun
9/7/2016,21.16,28.8,21.91,2.88,sun
9/8/2016,42.14,27.92,23.88,2.76,rain
9/9/2016,0,31.18,25.79,1.92,sun
9/10/2016,0.25,30.27,25.31,1.65,sun
9/11/2016,0.76,28.07,24.53,3.83,sun
9/12/2016,0.25,24.18,18.3,2,sun
9/13/2016,0,25.79,19.57,2.75,sun
9/14/2016,2.79,27.56,22.05,2.54,sun
9/15/2016,2.79,24.48,19.64,2.21,sun
9/16/2016,0,22.47,18.11,2,sun
9/17/2016,1.01,23.85,19.94,2.17,sun
9/18/2016,0.5,25.9,21.63,3.14,sun
9/19/2016,28.575,24.79,21.41,2.12,rain
9/20/2016,1.87,22.74,20.89,2.08,sun
9/21/2016,0,23.51,21.14,2.16,sun
9/22/2016,0.15,24.33,20.22,2.17,sun
9/23/2016,28.63,24.31,19.64,1,sun
9/24/2016,7.155,22.4,18.77,2.48,sun
9/25/2016,1.06,18.77,14.63,2.08,sun
9/26/2016,2.705,18.01,14.03,2.67,sun
9/27/2016,21.83,20.75,18.17,2.21,rain
9/28/2016,8.8,18.93,15.57,2,rain
9/29/2016,50.2,20.09,17.57,3.96,rain
9/30/2016,19.03,17.73,15,7.08,rain
10/1/2016,12.1,17.68,15.49,2.52,rain
10/2/2016,2.895,19.97,17.07,0.65,rain
10/3/2016,6.695,20.48,17.51,1.22,rain
10/4/2016,25.6,18.13,14.81,2.33,sun
10/5/2016,0.655,17.33,16.28,2.57,sun
10/6/2016,1.155,15.47,15.47,1.75,sun
10/7/2016,0.39,17.4,17.4,2.5,sun
10/8/2016,27.23,18.74,18.74,2.17,rain
10/9/2016,5.82,15.81,15.81,5.43,sun
10/10/2016,0,13.41,13.41,5,sun
10/11/2016,0,11.5,11.5,2,sun
10/12/2016,0,13.01,13.01,1.5,sun
10/13/2016,0,14.83,14.83,2.21,sun
10/14/2016,0,13.21,13.21,2.65,sun
10/15/2016,0,11.82,11.82,1.3,sun
10/16/2016,0,15.22,15.22,2,sun
10/17/2016,0,19.52,19.52,1.65,sun
10/18/2016,0,21.04,21.04,2.79,sun
10/19/2016,0,23,23,1.65,sun
10/20/2016,5.005,23.22,23.22,1.86,sun
10/21/2016,8.54,21.15,21.15,3.48,sun
10/22/2016,36.985,11.76,11.76,7.52,rain
10/23/2016,0,12.8,12.8,5.71,sun
10/24/2016,0,15.13,15.13,3.83,sun
10/25/2016,0,11.18,11.18,3.83,sun
10/26/2016,0,8.44,8.44,1.92,sun
10/27/2016,0,12.62,12.62,3.38,sun
10/28/2016,3.885,13.55,13.55,4.67,sun
10/29/2016,0,11.27,11.27,1.88,sun
10/30/2016,0,19.11,19.11,3,sun
10/31/2016,2.58,12.48,12.48,3.17,sun
11/1/2016,0,10.03,8.9,1.88,sun
11/2/2016,0,17.42,12.04,1.79,sun
11/3/2016,0,20.79,13.69,2.07,sun
11/4/2016,0,17.77,12,3.54,sun
11/5/2016,0,13.54,5.87,2.5,sun
11/6/2016,0,15.75,7.21,4.38,sun
11/7/2016,0,12.33,5.12,2.42,sun
11/8/2016,0,12.5,5.04,1.5,sun
11/9/2016,0,15,9.62,2.58,rain
11/10/2016,0,12.42,7.67,4.58,sun
11/11/2016,0,14.54,6.21,4.96,sun
11/12/2016,0,9.33,3.42,3.63,sun
11/13/2016,0,9.5,0.96,1.75,sun
11/14/2016,0,10.62,1.62,1.42,sun
11/15/2016,0,12.32,8.43,1.43,sun
11/16/2016,0,13.58,5.08,2.54,sun
11/17/2016,0,12.96,5.56,3.24,sun
11/18/2016,0,13.29,5.5,1.29,sun
11/19/2016,0,14.08,5,3.08,sun
11/20/2016,0,6.79,2.42,6.21,sun
11/21/2016,0,4.96,0.46,7.33,sun
11/22/2016,0,5.25,0.54,3.92,sun
11/23/2016,0,5.79,-0.5,2,sun
11/24/2016,0,9.42,4.54,1.58,sun
11/25/2016,0,10.6,5.52,1.56,sun
11/26/2016,0,10.19,5,4.15,sun
11/27/2016,0,7.96,1.96,3.46,sun
11/28/2016,0,6.71,0.42,1.92,sun
11/29/2016,0,13.12,8.37,3.84,drizzle
11/30/2016,0,16.27,10.9,2.23,drizzle
12/1/2016,0,15.42,10.48,4,sun
12/2/2016,0,9.58,3.96,4.46,sun
12/3/2016,0,8.08,4.54,5.5,sun
12/4/2016,0,6.52,2.3,2.7,sun
12/5/2016,0,7.35,3.59,3.82,sun
12/6/2016,0,7.06,2.23,3.09,sun
12/7/2016,0,8,3.71,3.2,drizzle
12/8/2016,0,5.71,1,2.58,sun
12/9/2016,0,2.35,-2.26,6.13,sun
12/10/2016,0,1.17,-3.46,4.25,sun
12/11/2016,0,0.81,-4.15,2.96,sun
12/12/2016,0,7.44,1.56,3.88,sun
12/13/2016,0,7,1,2.96,sun
12/14/2016,0,6.46,0.67,3.25,sun
12/15/2016,0,1.17,-5.63,6.21,sun
12/16/2016,0,-5.65,-10.39,2.91,sun
12/17/2016,0,1.42,-3.64,3.09,drizzle
12/18/2016,0,13.74,4.57,5.51,drizzle
12/19/2016,0,2.4,-2.08,3.2,sun
12/20/2016,0,0.17,-4.96,1.54,sun
12/21/2016,0,3.37,-2.58,2.08,sun
12/22/2016,0,8,1.62,3.13,sun
12/23/2016,0,5.37,0.54,3.13,sun
12/24/2016,0,6.11,3.49,3.35,fog
12/25/2016,0,7.58,1.21,2.06,drizzle
12/26/2016,0,6.24,1.04,1.72,fog
12/27/2016,0,14.04,10.44,5.08,sun
12/28/2016,0,9.79,4.71,4,sun
12/29/2016,0,5.81,1.17,3,sun
12/30/2016,0,4.92,0.96,4.58,sun
12/31/2016,0,3.21,-0.92,4.33,sun
1/1/2017,0,9.21,4.54,3.21,sun
1/2/2017,0,6.85,2.83,3.24,fog
1/3/2017,0,6.95,3.98,2.67,fog
1/4/2017,0,9.08,5.37,2.71,drizzle
1/5/2017,0,2.33,-2.75,3.42,sun
1/6/2017,0,1.56,-4.24,4.12,sun
1/7/2017,0,-3.3,-7.59,5.93,sun
1/8/2017,0,-5.96,-10.29,6.46,sun
1/9/2017,0,-5.83,-10.38,3.38,sun
1/10/2017,0,-2.08,-6.67,4.25,sun
1/11/2017,0,7.73,3.08,4.54,sun
1/12/2017,0,13.5,9.43,6.77,sun
1/13/2017,0,15.38,10.35,5.58,sun
1/14/2017,0,3.71,-0.4,2.58,drizzle
1/15/2017,0,4.48,-0.09,2.27,drizzle
1/16/2017,0,5.54,-0.25,2.04,sun
1/17/2017,0,7.4,2.47,2.57,drizzle
1/18/2017,0,11.95,5.02,3.26,drizzle
1/19/2017,0,9.58,5,3.46,sun
1/20/2017,0,7,2,1.97,drizzle
1/21/2017,0,9.24,6.39,2.12,drizzle
1/22/2017,0,9.82,7.1,2.54,drizzle
1/23/2017,0,8.67,5.54,8.5,drizzle
1/24/2017,0,4.96,2.57,7.22,drizzle
1/25/2017,0,9.56,7.31,4,sun
1/26/2017,0,12.5,5.29,4.38,sun
1/27/2017,0,6.79,3.08,5.92,sun
1/28/2017,0,4.96,1.04,4.13,sun
1/29/2017,0,5.37,-0.33,2.54,sun
1/30/2017,0,2.97,-1.51,4.29,snow
1/31/2017,0,4.17,-1.04,3.88,sun
2/1/2017,0,8.37,1.17,2.63,sun
2/2/2017,0,8.08,3.08,3.08,sun
2/3/2017,0,3.71,-1.79,4.08,sun
2/4/2017,0,0.92,-4.13,4.63,sun
2/5/2017,0,5,0.25,4.08,sun
2/6/2017,0,9.46,1.67,2.75,sun
2/7/2017,0,15.64,9.36,4.68,sun
2/8/2017,0,19.54,15.08,4.42,sun
2/9/2017,0,7,1.66,7.63,rain
2/10/2017,0,-1,-4.04,5.96,sun
2/11/2017,0,6.71,2.83,3.33,sun
2/12/2017,0,10.76,5.44,2.56,sun
2/13/2017,0,8.36,3.23,8.59,sun
2/14/2017,0,2.02,2.02,2.47,sun
2/15/2017,0,5.3,5.3,3.13,sun
2/16/2017,0,1.29,1.29,5.75,sun
2/17/2017,0,0.51,0.51,2.42,sun
2/18/2017,0,5.46,5.46,1.46,sun
2/19/2017,0,13.11,13.11,3,sun
2/20/2017,0,10.41,10.41,2.79,sun
2/21/2017,0,9.52,7.47,3.06,sun
2/22/2017,0,11.83,8.33,2.58,sun
2/23/2017,0,16.79,11.52,3.55,sun
2/24/2017,0,19.37,14.04,4.38,sun
2/25/2017,0,19.34,13.16,5.38,sun
2/26/2017,0,7.87,3.37,5.88,sun
2/27/2017,0,7.17,1.46,2.29,sun
2/28/2017,0,14.15,8.62,2.08,sun
3/1/2017,0,16.97,13.13,4.95,drizzle
3/2/2017,0,13.08,9.04,7.67,sun
3/3/2017,0,5.04,0.76,5.68,sun
3/4/2017,0,2,-2.54,4.54,sun
3/5/2017,0,0.71,-3.71,3.13,sun
3/6/2017,0,5.73,1.42,2.31,sun
3/7/2017,0,13.59,7.44,3.75,sun
3/8/2017,0,15.79,11.79,5.55,sun
3/9/2017,0,17.33,12.37,3.75,sun
3/10/2017,0,8.92,3.11,4.33,sun
3/11/2017,0,2,-3.08,6,sun
3/12/2017,0,1.54,-2.88,3.92,sun
3/13/2017,0,2.56,-2.56,3.6,sun
3/14/2017,0,1.82,-1.63,5.59,snow
3/15/2017,0,-1.38,-5.04,9.79,sun
3/16/2017,0,1.46,-2.38,6.58,sun
3/17/2017,0,4.71,-0.33,2.79,sun
3/18/2017,0,7.88,3.39,2.39,rain
3/19/2017,0,6.3,1.96,4.35,fog
3/20/2017,0,8.58,4.12,2.75,sun
3/21/2017,0,11.45,7.76,2.03,sun
3/22/2017,0,11.08,5.83,5.71,sun
3/23/2017,0,4.12,-0.33,3.33,sun
3/24/2017,0,7.44,3.7,5.37,sun
3/25/2017,0,20.25,15.25,3.5,sun
3/26/2017,0,13.67,9.3,5.04,sun
3/27/2017,0,11.19,7.69,2.62,drizzle
3/28/2017,0,18.48,12.45,2.57,rain
3/29/2017,0,17.41,13.45,4.07,sun
3/30/2017,0,12.21,6.67,3.75,sun
3/31/2017,0,9.98,6,3.98,rain
4/1/2017,0,10.92,7.2,4.38,drizzle
4/2/2017,0,12.62,9,4.54,sun
4/3/2017,0,15.54,9.83,3.79,sun
4/4/2017,0,19.12,15.56,4.84,drizzle
4/5/2017,0,21.33,14.67,3.04,sun
4/6/2017,0,16.1,10.37,3.04,rain
4/7/2017,0,10.26,5.74,7.04,sun
4/8/2017,0,10.62,6.04,4.83,sun
4/9/2017,0,14.75,8.54,2.63,sun
4/10/2017,0,19.46,13.92,3.13,sun
4/11/2017,0,23.75,19.37,3.96,sun
4/12/2017,0,22.75,17.92,3.46,sun
4/13/2017,0,20.65,15.35,2.94,sun
4/14/2017,0,17.5,11.58,1.96,sun
4/15/2017,0,18.5,13.92,2.29,sun
4/16/2017,0,24.77,19.88,4.23,sun
4/17/2017,0,22.38,16.65,3.59,rain
4/18/2017,0,19.08,13.25,2.75,sun
4/19/2017,0,14.85,10.81,3.08,sun
4/20/2017,0,20,15.96,2.88,sun
4/21/2017,0,22.09,16.37,2.26,drizzle
4/22/2017,0,16.92,12.92,4.36,drizzle
4/23/2017,0,13.11,8.89,3.29,sun
4/24/2017,0,14.19,10.23,3.58,drizzle
4/25/2017,0,14.59,11.32,6.16,drizzle
4/26/2017,0,16.84,13.7,3.52,drizzle
4/27/2017,0,20,15.5,2.16,drizzle
4/28/2017,0,24.31,20.23,3.12,sun
4/29/2017,0,26.1,21.38,3.21,sun
4/30/2017,0,27.04,21.12,3.54,sun
5/1/2017,0,25.45,19,4.48,drizzle
5/2/2017,0,24.24,19.72,5.8,sun
5/3/2017,0,19,12.83,5.21,sun
5/4/2017,0,16.17,10.92,4.17,sun
5/5/2017,0,18.23,13.74,5.21,rain
5/6/2017,0,16.28,13.25,4.83,rain
5/7/2017,0,13.2,10.04,4.52,sun
5/8/2017,0,13.79,9.42,4.13,sun
5/9/2017,0,14.17,8.62,2.88,sun
5/10/2017,0,16.87,10.92,2.04,sun
5/11/2017,0,14.93,11.15,3.8,drizzle
5/12/2017,0,12.95,10.16,3.24,drizzle
5/13/2017,0,12,9.1,4.67,drizzle
5/14/2017,0,15.44,10.97,3.66,sun
5/15/2017,0,19.87,14.83,6.38,sun
5/16/2017,0,20.83,15.21,2.71,sun
5/17/2017,0,25.75,20.46,3.17,sun
5/18/2017,0,29.12,24.67,4.17,sun
5/19/2017,0,28.55,21.97,4.72,sun
5/20/2017,0,23.38,17.94,3.56,sun
5/21/2017,0,18,14.67,3.42,sun
5/22/2017,0,17.64,14.51,2.13,drizzle
5/23/2017,0,18.6,14.54,2.66,drizzle
5/24/2017,0,16.84,14.07,3.11,drizzle
5/25/2017,0,17.67,13.55,4.55,drizzle
5/26/2017,0,19.03,14.85,4.09,sun
5/27/2017,0,21,15.22,1.96,sun
5/28/2017,0,20.7,15.84,2.41,drizzle
5/29/2017,0,20.96,16.85,2.56,drizzle
5/30/2017,0,20.94,15.55,3.29,drizzle
5/31/2017,0,21.89,17.83,3.02,drizzle
6/1/2017,0,22.29,17.16,2.84,sun
6/2/2017,0,23.67,17.42,3.42,sun
6/3/2017,0,23.75,16.83,3.79,sun
6/4/2017,0,24.25,18.75,3.21,sun
6/5/2017,0,24.21,18.91,3.79,sun
6/6/2017,0,22.44,18.11,3.74,sun
6/7/2017,0,19.63,13.34,4.03,sun
6/8/2017,0,18.07,12.9,2.76,sun
6/9/2017,0,22,17.08,3,sun
6/10/2017,0,25.5,19.46,2.96,sun
6/11/2017,0,28.75,22.92,3.29,sun
6/12/2017,0,29.6,23.76,2.68,sun
6/13/2017,0,30.29,24.62,2.96,sun
6/14/2017,0,30.04,25,3.38,sun
6/15/2017,0,27.08,22.67,3.33,sun
6/16/2017,0,25.16,21.68,2,sun
6/17/2017,0,26.19,22.42,3,drizzle
6/18/2017,0,28.67,25.5,5.25,sun
6/19/2017,0,28.75,23.91,6.09,rain
6/20/2017,0,25.85,22.11,3.41,sun
6/21/2017,0,27.78,22.14,3.6,sun
6/22/2017,0,28.78,22.57,2.74,sun
6/23/2017,0,27.86,23.79,5.14,sun
6/24/2017,0,29,23.73,5.7,rain
6/25/2017,0,26.87,21.25,3.17,sun
6/26/2017,0,25.37,18.37,3.63,sun
6/27/2017,0,24.62,18.83,3.46,sun
6/28/2017,0,22.67,17.58,2.96,sun
6/29/2017,0,26,20.83,4.5,sun
6/30/2017,0,29.29,25.75,5.43,sun
7/1/2017,0,30.48,24.41,4.37,sun
7/2/2017,0,29.7,25.1,2.55,sun
7/3/2017,0,28.82,23.11,2.21,sun
7/4/2017,0,29.63,23.15,1.93,sun
7/5/2017,0,27.23,21.98,3.29,rain
7/6/2017,0,25.71,21.38,2.8,drizzle
7/7/2017,0,26.05,22.66,3.23,drizzle
7/8/2017,0,27.83,22.25,3.25,sun
7/9/2017,0,26.12,20.17,3.38,sun
7/10/2017,0,27.14,21.23,2.86,sun
7/11/2017,0,29.56,24.4,3.84,sun
7/12/2017,0,30.52,24.32,2.24,sun
7/13/2017,0,31.16,25.84,2.32,sun
7/14/2017,0,30.52,24.48,3.42,rain
7/15/2017,0,27.42,23.92,2.96,sun
7/16/2017,0,27.46,22.12,2.04,sun
7/17/2017,0,28.77,23.42,2.73,sun
7/18/2017,0,29.58,23.77,2.88,sun
7/19/2017,0,30.04,25.12,2.08,sun
7/20/2017,0,31.87,26.83,2.5,sun
7/21/2017,0,32.04,26.67,2.54,sun
7/22/2017,0,30.91,23.82,3.85,sun
7/23/2017,0,27.82,22.88,3.04,rain
7/24/2017,0,28.49,23.8,2.69,rain
7/25/2017,0,26.96,22.74,2.7,sun
7/26/2017,0,25.23,19.92,2.23,sun
7/27/2017,0,26.58,23.33,2,sun
7/28/2017,0,26.74,22.15,1.32,drizzle
7/29/2017,0,23.33,19.83,3.6,rain
7/30/2017,0,23.83,19.46,2.92,sun
7/31/2017,0,25.42,20.29,1,sun
8/1/2017,0,28,22.41,1.56,sun
8/2/2017,0,28.3,22.44,1.22,sun
8/3/2017,0,27.73,22.2,1.83,sun
8/4/2017,0,27.71,21.68,2.56,drizzle
8/5/2017,0,26.84,22.72,3.56,sun
8/6/2017,0,24.33,18.46,1.75,sun
8/7/2017,0,23.19,20.29,2.21,rain
8/8/2017,0,22.97,20.23,2.28,drizzle
8/9/2017,0,24.12,19.28,1.2,sun
8/10/2017,0,24.78,18.63,1.15,sun
8/11/2017,0,25.71,21.46,2.21,sun
8/12/2017,0,24.61,21.46,1.98,drizzle
8/13/2017,0,24.94,21.59,2.74,sun
8/14/2017,0,25,19.88,1.88,drizzle
8/15/2017,0,25.5,21.25,1.66,drizzle
8/16/2017,0,26.13,22.16,1.76,sun
8/17/2017,0,28.82,23.09,2.85,drizzle
8/18/2017,0,29.03,25.28,4.44,sun
8/19/2017,0,28.18,25.04,3.07,sun
8/20/2017,0,26.44,21.89,2.74,sun
8/21/2017,0,27.93,22.86,3,sun
8/22/2017,0,28.23,23.83,3.73,sun
8/23/2017,0,28.32,24.6,3.16,sun
8/24/2017,0,25.17,20.37,1.79,sun
8/25/2017,0,23.3,18.59,1.93,sun
8/26/2017,0,23.56,18.36,1.36,sun
8/27/2017,0,23.21,18,1.83,sun
8/28/2017,0,22.54,16.75,2.67,sun
8/29/2017,0,20.39,17.29,3.05,rain
8/30/2017,0,20.42,17.58,2.21,sun
8/31/2017,0,24.23,19.81,1.88,sun
9/1/2017,0,21.08,17.17,2.08,sun
9/2/2017,0,17.18,13.8,2.26,drizzle
9/3/2017,0,19.59,16.71,2,drizzle
9/4/2017,0,23.42,17.87,2.46,sun
9/5/2017,0,26.04,21.52,2.81,sun
9/6/2017,0,20.77,17.34,1.89,drizzle
9/7/2017,0,18.22,15.61,2.83,drizzle
9/8/2017,0,19.92,14.16,2.6,sun
9/9/2017,0,19.56,14.12,2.84,sun
9/10/2017,0,18.42,13.21,2.29,sun
9/11/2017,0,19.33,12.67,2,sun
9/12/2017,0,21.12,16.54,1.21,sun
9/13/2017,0,22.31,18,0.93,drizzle
9/14/2017,0,24.2,19.67,1.93,sun
9/15/2017,0,24.07,19.71,1.07,sun
9/16/2017,0,23.86,19.03,0.93,sun
9/17/2017,0,24.15,18.91,0.97,sun
9/18/2017,0,24.36,19.22,1.58,drizzle
9/19/2017,0,24.37,20.83,2.75,sun
9/20/2017,0,26.75,20.67,2.25,sun
9/21/2017,0,25.33,18.29,1.58,sun
9/22/2017,0,25.75,20.04,1.5,sun
9/23/2017,0,24.73,18.4,1.87,sun
9/24/2017,0,26.54,19.58,1.67,sun
9/25/2017,0,26.33,19.87,0.87,sun
9/26/2017,0,26.04,20.23,2.04,sun
9/27/2017,0,27.67,23.04,2.21,sun
9/28/2017,0,27.04,21.52,4.04,sun
9/29/2017,0,20.62,15.25,2,sun
9/30/2017,0,19.12,13.96,3.13,sun
10/1/2017,0,16.5,10.75,2.29,sun
10/2/2017,0,17.64,10.36,0.84,sun
10/3/2017,0,18.46,11.64,1.5,sun
10/4/2017,0,19.45,11.38,1.41,sun
10/5/2017,0,22.25,15.04,2.21,sun
10/6/2017,0,24.25,18.42,1.21,sun
10/7/2017,0,24.72,18.56,2.16,sun
10/8/2017,0,25.62,23.62,2.72,rain
10/9/2017,0,25.62,23.56,3.79,rain
10/10/2017,0,25.94,21.44,1.22,sun
10/11/2017,0,23.82,21.14,2.35,drizzle
10/12/2017,0,19.91,16.85,3.23,drizzle
10/13/2017,0,17.72,14.79,2.31,sun
10/14/2017,0.29,18.62,16.25,1.78,drizzle
10/15/2017,0,20.41,17.46,2,drizzle
10/16/2017,0,19.58,16.58,3.45,sun
10/17/2017,0,13.96,7.83,1.92,sun
10/18/2017,0,14.87,8.04,1.21,sun
10/19/2017,0,16.72,9,1.84,sun
10/20/2017,0,19.36,11.88,2.4,sun
10/21/2017,0,17.96,10.85,1.12,sun
10/22/2017,0,18.62,12.17,1.38,sun
10/23/2017,0,19.57,14.73,2.33,sun
10/24/2017,0,21.94,17.56,3.88,sun
10/25/2017,0,17.04,11.87,2.13,sun
10/26/2017,0,13.46,9.62,3.17,sun
10/27/2017,0,13.12,6.58,1.63,sun
10/28/2017,0,17.46,11.29,2.67,sun
10/29/2017,0,18.61,14.63,2.61,drizzle
10/30/2017,0,10.5,7.72,4.36,sun
10/31/2017,0,12.92,7.58,2.17,sun
11/1/2017,0,12.17,5.75,2.25,sun
11/2/2017,0,18.08,11.12,2.19,sun
11/3/2017,0,19.3,12.97,2.17,sun
11/4/2017,0,15,10.62,2.35,sun
11/5/2017,0,13.94,10.68,2.32,drizzle
11/6/2017,0,18.6,15.84,3.24,sun
11/7/2017,0,10.51,6.76,2.81,sun
11/8/2017,0,7.26,4.03,2.41,drizzle
11/9/2017,0,9.93,6.37,1.49,drizzle
11/10/2017,0,9.68,5.53,2.84,drizzle
11/11/2017,0,0.96,-2,1.83,sun
11/12/2017,0,3.62,-0.54,1.04,sun
11/13/2017,0,7.1,4.07,1.17,sun
11/14/2017,0,7.73,2.27,2.41,sun
11/15/2017,0,8.2,3,1.8,sun
11/16/2017,0,11.76,7.72,2.62,sun
11/17/2017,0,9.21,6.12,2.83,sun
11/18/2017,0,8.96,3.08,2.88,sun
11/19/2017,0,13.89,10.81,5.48,sun
11/20/2017,0,7.62,4.75,2.96,sun
11/21/2017,0,11.08,3.96,2.83,sun
11/22/2017,0,13,8.84,3.76,sun
11/23/2017,0,4.79,0.12,2.17,sun
11/24/2017,0,5.29,0.21,1.58,sun
11/25/2017,0,9.92,2.83,2.5,sun
11/26/2017,0,11.5,6.54,3.54,sun
11/27/2017,0,10.17,3.33,2.46,sun
11/28/2017,0,10.12,3.79,1.54,sun
11/29/2017,0,13.87,6.25,2.96,sun
11/30/2017,0,11,3.87,1.92,sun
12/1/2017,0,11.28,6.17,2,sun
12/2/2017,0,7.08,0.54,1.21,sun
12/3/2017,0,8.66,3.77,1.17,drizzle
12/4/2017,0,7.4,1.6,1.43,drizzle
12/5/2017,0,10.83,5.21,2.33,drizzle
12/6/2017,0,11.94,8.26,3.79,sun
12/7/2017,0,7.5,2.37,2.17,sun
12/8/2017,0,5.08,0.67,1.75,sun
12/9/2017,0,1.74,-0.17,1.65,drizzle
12/10/2017,0,1.53,-1.65,2.35,sun
12/11/2017,0,5.17,1.37,1.33,sun
12/12/2017,0,6.96,3.2,3.64,sun
12/13/2017,0,-1.17,-4.21,6.5,sun
12/14/2017,0,4.21,0.12,3,sun
12/15/2017,0,-0.1,-3.43,1.67,sun
12/16/2017,0,2.08,-2.88,2.33,sun
12/17/2017,0,5,-1.13,1.13,sun
12/18/2017,0,8.43,3.4,1.4,drizzle
12/19/2017,0,11.79,5.67,1.92,sun
12/20/2017,0,11.87,5.42,2.71,sun
12/21/2017,0,4.96,-1.5,2,sun
12/22/2017,0,6.79,1.58,2.04,sun
12/23/2017,0,13.15,7.6,3.03,rain
12/24/2017,0,8.73,4.81,3.58,sun
12/25/2017,0,3.84,1.12,3.13,sun
12/26/2017,0,0.67,-1.92,3.04,sun
12/27/2017,0,0.46,-3.33,2.58,sun
12/28/2017,0,-5.75,-8.29,3,sun
12/29/2017,0,-4.17,-8.29,1.5,sun
12/30/2017,0,-2.87,-5.87,2.53,sun
12/31/2017,0,-4.83,-7.5,3.63,sun
1/1/2018,0,-6.79,-11.75,2.5,sun
1/2/2018,0,-6.88,-10.33,3.25,sun
1/3/2018,0,-4.17,-11.29,1.54,sun
1/4/2018,0,-2.31,-4.69,7.1,snow
1/5/2018,0,-7.38,-10.33,6.33,sun
1/6/2018,0,-8.75,-12.54,3.71,sun
1/7/2018,0,-8.58,-12.46,2.5,sun
1/8/2018,0,-1.89,-5.93,1.54,sun
1/9/2018,0,4.59,-0.87,2.56,drizzle
1/10/2018,0,3,-2.26,1.59,sun
1/11/2018,0,8.7,3.85,1.37,sun
1/12/2018,0,18.68,12.34,4.76,drizzle
1/13/2018,0,13.42,8,5.06,drizzle
1/14/2018,0,-4.25,-7.17,3.46,sun
1/15/2018,0,-3.88,-8,1.75,sun
1/16/2018,0,0.4,-2.86,0.97,sun
1/17/2018,0,0.25,-2.9,3.48,drizzle
1/18/2018,0,-1.35,-5.43,3.87,sun
1/19/2018,0,5.46,-2.54,2.13,sun
1/20/2018,0,7.46,0.08,1.96,sun
1/21/2018,0,10.71,1.54,1.54,sun
1/22/2018,0,14.37,7,2.25,sun
1/23/2018,0,16.53,9.59,3.94,rain
1/24/2018,0,8.58,4.08,3.88,sun
1/25/2018,0,3.75,0.21,3.42,sun
1/26/2018,0,2.71,-2.92,1.42,sun
1/27/2018,0,8.83,2.17,3.63,sun
1/28/2018,0,12.56,8.91,2.39,drizzle
1/29/2018,0,9.22,6,3.2,drizzle
1/30/2018,0,3.75,-0.47,5.91,sun
1/31/2018,0,-1.61,-4.96,4.78,sun
2/1/2018,0,6.83,3.42,4.75,sun
2/2/2018,0,5.19,1.13,5.48,sun
2/3/2018,0,-3.58,-7.33,4.04,sun
2/4/2018,0,1.56,-0.51,3.47,sun
2/5/2018,0,2.25,-0.81,3.53,drizzle
2/6/2018,0,1.37,-3.08,2,sun
2/7/2018,0,1.91,-0.75,2.23,drizzle
2/8/2018,0,2.41,-0.78,4.04,sun
2/9/2018,0,1.52,-3.04,1.72,sun
2/10/2018,0,7.46,3.41,1.93,drizzle
2/11/2018,0,13.71,6.59,2.22,drizzle
2/12/2018,0,13.64,8.85,3.67,rain
2/13/2018,0,4.29,-0.25,2.54,sun
2/14/2018,0,5.58,1.87,1.71,sun
2/15/2018,0,14.53,7.97,3.33,drizzle
2/16/2018,0,18.54,13.3,3.24,rain
2/17/2018,0,4.56,1.14,2.81,sun
2/18/2018,0,3.83,0.86,1.74,drizzle
2/19/2018,0,6.78,3.54,2.41,fog
2/20/2018,0,14.3,10.24,3.09,drizzle
2/21/2018,0,21.28,16.92,2.8,sun
2/22/2018,0,15.69,10.11,2.86,sun
2/23/2018,0,7.17,4.17,2.53,drizzle
2/24/2018,0,11.08,7.05,1.93,drizzle
2/25/2018,0,10.37,7.56,2.3,drizzle
2/26/2018,0,11.17,7.83,2.53,drizzle
2/27/2018,0,9.29,3.15,1.75,sun
2/28/2018,0,11.58,7.12,2.96,sun
3/1/2018,0,12.21,9,1.46,sun
3/2/2018,0,9.41,5.76,7.3,rain
3/3/2018,0,6.92,4.08,6.96,sun
3/4/2018,0,6.96,3.71,4.58,sun
3/5/2018,0,5.37,2.37,3.5,sun
3/6/2018,0,5.08,-0.52,2.24,sun
3/7/2018,0,3.94,0.89,3.02,drizzle
3/8/2018,0,5.29,1.71,4.58,sun
3/9/2018,0,4.21,0.54,5.21,sun
3/10/2018,0,4.62,-0.33,3.79,sun
3/11/2018,0,5.92,0.25,2.75,sun
3/12/2018,0,4.8,0.56,3.4,sun
3/13/2018,0,4.38,1.06,7.15,sun
3/14/2018,0,4.2,-0.32,6.36,sun
3/15/2018,0,6,2.29,5.83,sun
3/16/2018,0,5.84,0.68,5.88,sun
3/17/2018,0,5.07,-0.04,2.74,sun
3/18/2018,0,8,2.48,2.96,sun
3/19/2018,0,14,8,2,sun
